Atlanta Hawks, Mike Budenholzer,1,Southeast +G,	24,	Bazemore, Kent,	6 ft 5 in, 201 lb,1989-07-01,	Old Dominion+G,	10,	Hardaway Jr., Tim,	6 ft 6 in,	205 lb,1992-03-16,	Michigan+F,	7,	Holiday, Justin,	6 ft 6 in, 185 lb,	1989-04-05,	Washington+F/C,	15,	Horford, Al,	6 ft 9 in, 245 lb, 1986-06-03,	Florida+G/F,	26,	Korver, Kyle,	6 ft 7 in, 212 lb,	1981-03-17,	Creighton+G,	8,	Mack, Shelvin,	6 ft 3 in, 203 lb,	1990-04-22,	Butler+F,	4,	Millsap, Paul, 6 ft 7 in,	246 lb,	1985-02-10,	Louisiana Tech+F/C,	31,	Muscala, Mike,	6 ft 11 in,	240 lb, 1991-07-01,	Bucknell+G/F,	13,	Patterson, Lamar,	6 ft 5 in,	225 lb,	1991-08-12,Pittsburgh+G,	17,	Schröder, Dennis,	6 ft 0 in, 172 lb,	1993-09-15,	Germany+F,	32,	Scott, Mike,	6 ft 8 in, 237 lb, 1988-07-16,	Virginia+G/F,	25,	Sefolosha, Thabo,	6 ft 7 in,	220 lb, 1984-05-02,	Switzerland+C,	11,	Splitter, Tiago,	6 ft 11 in, 245 lb,	1985-01-01,	Brazil+C,	22,	Tavares, Walter,	7 ft 3 in, 260 lb, 1992-03-22,	Cape Verde+G,	0,	Teague, Jeff, 6 ft 2 in, 186 lb, 1988-06-10,	Wake Forest
Miama Heat,Erik Spoelstra,1,Southeast +F/C,	11,	Andersen, Chris,	6 ft 10 in,	245 lb, 1978-07-07,	Blinn College+F/C,	1,	Bosh, Chris, 6 ft 11 in, 235 lb, 1984-03-24,	Georgia Tech+F,	9,	Deng, Luol,	6 ft 9 in,	220 lb, 1985-04-16,	Duke+G,	7,	Dragić, Goran,	6 ft 3 in, 190 lb, 1986-05-06, Slovenia+G/F,	14,	Green, Gerald,	6 ft 7 in, 205 lb, 1986-01-26,	Gulf Shores Academy (TX)+F/C,	40,	Haslem, Udonis, 6 ft 8 in, 235 lb,1980-06-09,	Florida+G,	8,	Johnson, Tyler,	6 ft 4 in, 186 lb, 1992-05-07,	Fresno State+F,	4,	McRoberts, Josh,	6 ft 10 in, 240 lb, 1987-02-28,	Duke+G,	0,	Richardson, Josh,	6 ft 6 in, 200 lb,	1993-09-15,	Tennessee+F/C,	12,	Stokes, Jarnell,	6 ft 9 in, 255 lb, 1994-01-07,	Tennessee+F/C,	5,	Stoudemire, Amar'e,	6 ft 10 in, 245 lb,	1982-11-16,	Cypress Creek HS (FL)+G,	19,	Udrih, Beno,	6 ft 3 in, 205 lb, 1982-07-05,	Slovenia+G,	3, Wade, Dwyane, 	6 ft 4 in, 220 lb, 1982-01-17,	Marquette+C,	21,	Whiteside, Hassan,	7 ft 0 in, 265 lb, 1989-06-13,	Marshall+G/F,	20,	Winslow, Justise,	6 ft 7 in, 225 lb, 1996-03-26,	Duke
Milwaukee Bucks, Jason Kidd,1,Central+F,	34,	Antetokounmpo, Giannis,	6 ft 11 in,	222 lb, 1994-12-06,	Greece+G,	19,	Bayless, Jerryd,	6 ft 3 in, 200 lb, 1988-08-20,	Arizona+G,	5,	Carter-Williams, Michael,	6 ft 6 in, 190 lb, 1991-10-10,	Syracuse+F,	9,	Copeland, Chris,	6 ft 8 in, 239 lb, 1984-03-17,	Colorado+G,	11,	Ennis, Tyler,	6 ft 3 in, 194 lb, 1994-08-24,	Syracuse+F/C,	31,	Henson, John,	6 ft 11 in, 229 lb, 1990-12-28,	North Carolina+F,	17,	Inglis, Damien, 6 ft 9 in,	246 lb, 1995-05-20,	National Institute of Sport and Physical Education - France+G,	3,	Mayo, O. J.,	6 ft 5 in, 210 lb, 1987-11-05,	Southern California+G/F,	22,	Middleton, Khris,	6 ft 7 in, 234 lb, 1991-08-12,	Texas A&M+F/C,	15,	Monroe, Greg,	6 ft 11 in, 265 lb, 1990-06-04,	Georgetown+F,	77,	O'Bryant III, Johnny,	6 ft 9 in, 257 lb,1993-06-01,	LSU+F,	12,	Parker, Jabari,	6 ft 8 in, 250 lb, 1995-03-15,	Duke+C,	18,	Plumlee, Miles,	6 ft 11 in,249 lb,	1988-09-01,	Duke+G,	21,	Vásquez, Greivis,	6 ft 6 in, 217 lb,	1987-01-16,	Maryland+G,	20,	Vaughn, Rashad,	6 ft 6 in,	202 lb,	1996-08-16,	UNLV
Minnesota Timberwolves, Sam Mitchell,2,Northwest+F,	88,	Bjelica, Nemanja,	6 ft 10 in, 240 lb ,1988-05-09,	Serbia+F/C,	5,	Dieng, Gorgui,	6 ft 11 in, 241 lb, 1990-01-18,	Louisville+F/C,	21,	Garnett, Kevin,	6 ft 11 in,	240 lb, 1976-05-19,	Farragut HS (IL)+G,	1,	Jones, Tyus,	6 ft 2 in, 195 lb ,1996-05-10,	Duke+G,	8	,LaVine, Zach,	6 ft 5 in, 	189 lb, 1995-03-10,	UCLA+G,	23,	Martin, Kevin,	6 ft 7 in, 199 lb, 1983-02-01,	Western Carolina+G,	24,	Miller, Andre,	6 ft 2 in, 200 lb, 1976-03-19,	Utah+G/F,	15,	Muhammad, Shabazz,	6 ft 6 in, 223 lb, 1992-11-13,	UCLA+F,	33,	Payne, Adreian,	6 ft 10 in, 237 lb, 1991-02-19,	Michigan State+C,	14,	Peković, Nikola,	6 ft 11 in, 307 lb, 1986-01-03,	Montenegro+F,	12,	Prince, Tayshaun,	6 ft 9 in, 212 lb ,1980-02-28,	Kentucky+G,	9,	Rubio, Ricky	,6 ft 4 in, 194 lb ,1990-10-21,	Spain+F,	10,	Rudež, Damjan,	6 ft 10 in, 228 lb ,1986-06-17,	Croatia+F/C,	32	,Towns, Karl-Anthony,	7 ft 0 in, 244 lb,1995-11-15,	Kentucky+G/F,	22	,Wiggins, Andrew,	6 ft 8 in ,199 lb ,1995-02-23,Kansas
New Orleans Pelicans, Alvin Gentry,2,Southwest+C,	42,	Ajinça, Alexis,	7 ft 2 in, 248 lb,1988-05-06,	National Institute of Sport and Physical Education - France+F,	33,	Anderson, Ryan,	6 ft 10 in, 240 lb, 1988-05-06,	California+C,	3,	Aşık, Ömer,	7 ft 0 in, 255 lb, 1986-07-04,	Turkey+F,	8,	Babbitt, Luke,	6 ft 9 in, 225 lb, 1989-06-20,	Nevada+G,	30,	Cole, Norris,	6 ft 2 in, 175 lb,1988-10-13,	Cleveland State+F,	44,	Cunningham, Dante,	6 ft 8 in,230 lb,1987-04-22,	Villanova+F/C,	23,	Davis, Anthony, 6 ft 10 in, 253 lb, 1993-03-11,	Kentucky+G,31,	Dejean-Jones, Bryce,	6 ft 6 in, 203 lb, 1992-08-21,	Iowa State+G,	16,	Douglas, Toney,	6 ft 2 in ,195 lb, 1986-03-16,	Florida State+G/F,	1,	Evans, Tyreke,	6 ft 6 in, 220 lb , 1989-09-19,	Memphis+G/F,	15,	Gee, Alonzo,	6 ft 6 in, 225 lb, 1987-05-29,	Alabama+G,	10,	Gordon, Eric,	6 ft 4 in, 215 lb, 1988-12-25,	Indiana+G,	11,	Holiday, Jrue,	6 ft 4 in, 205 lb, 1990-06-12,	UCLA+C,	5,	Perkins, Kendrick,	6 ft 10 in, 270 lb, 1984-11-10,	Clifton J. Ozen HS (TX)+G/F,	20,	Pondexter, Quincy,	6 ft 6 in, 	220 lb ,1988-03-10,	Washington
New York Knicks, Derek Fisher,1,Atlantic +G/F,4,	Afflalo, Arron,	6 ft 5 in,	210 lb,	1985-10-15,	UCLA+F/C,	17,	Amundson, Lou,	6 ft 9 in,	220 lb,	1982-12-07,	UNLV+F,	7,	Anthony, Carmelo,	6 ft 8 in,240 lb, 	1984-05-29,	Syracuse+G,	3,	Calderón, José,	6 ft 3 in,	200 lb,	1981-09-28,	Spain+F,	11,	Early, Cleanthony,	6 ft 8 in,	210 lb,	1991-04-17,	Wichita State+G,	2,	Galloway, Langston,	6 ft 2 in,	200 lb,	1991-12-09,	Saint Joseph's+G,	13,	Grant, Jerian,	6 ft 4 in,	195 lb,	1992-10-09,	Notre Dame+C,	8,	Lopez, Robin,	7 ft 0 in,	255 lb,	1988-04-01,	Stanford+F/C,	9,	O'Quinn, Kyle,	6 ft 10 in,	250 lb,	1990-03-26,	Norfolk State+F/C,	6,	Porziņģis, Kristaps,	7 ft 3 in, 240 lb,	1995-08-02,	Latvia+F/C,	1,	Séraphin, Kevin,	6 ft 9 in,	278 lb,	1989-12-07,	France+F,	42,	Thomas, Lance,	6 ft 8 in,	235 lb,	1988-04-24,	Duke+G,	18,	Vujačić, Sasha,	6 ft 7 in,	195 lb,	1984-03-08,	Slovenia+F,	23,	Williams, Derrick,	6 ft 8 in,	240 lb,	1991-05-25,	Arizona
Oklahoma City Thunder,Billy Donovan,2,Northwest+C,	12,	Adams, Steven,	7 ft 0 in, 255 lb, 1993-07-20	,Pittsburgh+G,	14,	Augustin, D. J.,	6 ft 0 in, 183 lb, 1987-11-10,	Texas+F,	4,	Collison, Nick,	6 ft 10 in, 255 lb, 1980-10-26,	Kansas+F,	35,	Durant, Kevin, 6 ft 10 in, 240 lb, 	1988-09-29,	Texas+F,	34,	Huestis, Josh,	6 ft 7 in,	230 lb, 1991-12-19,	Stanford+F/C,	9,	Ibaka, Serge, 6 ft 10 in, 245 lb, 1989-09-18,	Spain+C,	11,	Kanter, Enes,	6 ft 11 in, 245 lb, 1992-05-20,	Stoneridge PS (CA)+F,	33,	McGary, Mitch,	6 ft 10 in, 255 lb, 1992-06-06,	Michigan+G,	2,	Morrow, Anthony,	6 ft 5 in, 210 lb ,1985-09-27,	Georgia Tech+F,	6,	Novak, Steve,	6 ft 10 in, 225 lb, 1983-06-13,	Marquette+G,	22,	Payne, Cameron,	6 ft 3 in, 185 lb, 1994-08-08,	Murray State+G/F,	21,	Roberson, André,	6 ft 7 in, 210 lb ,1991-12-04,	Colorado+F,	5,	Singler, Kyle,	6 ft 8 in, 228 lb ,1988-05-04,	Duke+G,	3,	Waiters, Dion,	6 ft 4 in, 220 lb, 	1991-12-10,	Syracuse+G,	0,	Westbrook, Russell,	6 ft 3 in, 200 lb, 1988-11-12,	UCLA
Orlando Magic, Scott Skiles,1,Southeast+G,	15,	Appling, Keith,	6 ft 1 in, 185 lb, 1992-02-13,	Michigan State+C,	3,	Dedmon, Dewayne,	7 ft 0 in, 245 lb,1989-08-12,	Southern California+G,	10,	Fournier, Evan,	6 ft 7 in, 205 lb, 1992-10-29,	France+F/C,	8,	Frye, Channing,	6 ft 11 in, 255 lb, 1983-05-17,	Arizona+F,	00,	Gordon, Aaron,	6 ft 9 in, 220 lb, 1995-09-16,	Arizona+F,	12,	Harris, Tobias, 6 ft 9 in, 235 lb,1992-07-15,	Tennessee+G/F,	23, Hezonja, Mario,	6 ft 8 in, 218 lb, 1995-02-25,	Croatia+G/F,	11,	Marble, Roy Devyn,	6 ft 6 in, 200 lb, 1992-09-21,	Iowa+G,	13,	Napier, Shabazz,	6 ft 1 in, 175 lb, 1991-07-14,	Connecticut+F,	44,	Nicholson, Andrew,	6 ft 9 in, 250 lb, 1989-12-08,	St. Bonaventure+G,	5,	Oladipo, Victor, 6 ft 4 in, 210 lb,1992-05-04,	Indiana+G,	4,	Payton, Elfrid,	6 ft 4 in, 185 lb, 1994-02-22,	Louisiana-Lafayette+F/C,	14,	Smith, Jason,	7 ft 0 in, 240 lb,	1986-03-02,	Colorado State+C,	9,	Vučević, Nikola,	7 ft 0 in, 260 lb, 1990-10-24,	Southern California+G,	32,	Watson, C. J., 6 ft 2 in, 175 lb, 1984-04-17,	Tennessee
Philadelphia 76ers,Brett Brown,1,Atlantic  + F,	42,	Brand, Elton,	6 ft 9 in,	254 lb,	1979-03-11,	Duke+G,	0,	Canaan, Isaiah,	6 ft 0 in,	201 lb,	1991-05-21,	Murray State+F,	33,	Covington, Robert,	6 ft 9 in,	215 lb,	1990-12-14,	Tennessee State+C,	21,	Embiid, Joel,	7 ft 0 in,	250 lb,	1994-03-16,	Kansas+F,	39,	Grant, Jerami,	6 ft 8 in,	210 lb ,	1994-03-12,	Syracuse+F,	22,	Holmes, Richaun,	6 ft 10 in,	245 lb,	1993-10-15,	Bowling Green+F,	7,	Landry, Carl,	6 ft 9 in,	248 lb,	1983-09-19,	Purdue+G,	5,	Marshall, Kendall,	6 ft 4 in,	200 lb,	1991-08-19,	North Carolina+G,	12,	McConnell, T. J.,	6 ft 2 in,	200 lb,	1992-03-25,	Arizona+F/C,	4,	Noel, Nerlens,	6 ft 11 in,	228 lb,	1994-04-10,	Kentucky+C,	8,	Okafor, Jahlil,	6 ft 11 in,	275 lb,	1995-12-15,	Duke+G/F,	9,	Sampson, JaKarr,	6 ft 9 in,	214 lb,	1993-03-20,	St. John's+G,	1,	Smith, Ish,	6 ft 0 in,	175 lb,	1988-07-05,	Wake Forest+G,	11,	Stauskas, Nik,	6 ft 6 in,	205 lb,	1993-10-07,	Michigan+G/F,	31,	Thompson, Hollis,	6 ft 8 in,	206 lb,	1991-04-03,	Georgetown
Phoenix Suns,Jeff Hornacek,2,Pacific+G,	2,	Bledsoe, Eric,	6 ft 1 in, 	190 lb, 1989-12-09,	Kentucky+G,	1,	Booker, Devin,	6 ft 6 in,	206 lb,	1996-10-30,	Kentucky+G,	41,	Brown, Lorenzo,	6 ft 5 in, 189 lb, 1990-08-26,	North Carolina State+C,	4,	Chandler, Tyson,	7 ft 1 in, 240 lb, 1982-10-02,	Manuel Dominguez HS (CA)+G,	20,	Goodwin, Archie,	6 ft 5 in, 200 lb, 1994-08-17,	Kentucky+F,	55,	Jefferson, Cory,	6 ft 9 in, 218 lb, 1990-12-26,	Baylor+G,	3,	Knight, Brandon, 6 ft 3 in, 189 lb, 1991-12-02,	Kentucky+C,	21,	Len, Alex,	7 ft 1 in, 260 lb, 1993-06-16,	Maryland+F/C,	30,	Leuer, Jon,	6 ft 10 in, 228 lb, 1989-05-14,	Wisconsin+F,	11,	Morris, Markieff,	6 ft 10 in, 245 lb, 1989-09-02,	Kansas+G,	14,	Price, Ronnie,	6 ft 2 in, 190 lb, 1983-06-21,	Utah Valley State+F,	35,	Teletović, Mirza,	6 ft 9 in, 242 lb, 1985-09-17,	Bosnia and Herzegovina+F,	17,	Tucker, P. J.,	6 ft 6 in, 245 lb, 1985-05-05,	Texas+F,	12,	Warren, T. J.,	6 ft 8 in, 230 lb, 1993-09-05,	North Carolina +G/F,	10,	Weems, Sonny,	6 ft 6 in, 205 lb, 1986-07-08,	Arkansas
Portland Trail Blazers,Terry Stotts,2,Northwest+F,	34,	Alexander, Cliff,	6 ft 9 in,	240 lb, 1995-11-16,	Kansas+F,	8,	Aminu, Al-Farouq,	6 ft 9 in ,215 lb, 1990-09-21,	Wake Forest+G,	5,	Connaughton, Pat,	6 ft 5 in,	206 lb, 1993-01-06,	Notre Dame+F,	23,	Crabbe, Allen,	6 ft 6 in, 210 lb, 1992-04-09,	California+F,	17,	Davis, Ed,	6 ft 10 in, 240 lb, 1989-06-05,	North Carolina+G,	10,	Frazier, Tim,	6 ft 1 in, 170 lb, 1990-11-01,	Penn State+F,	4,	Harkless, Maurice,	6 ft 9 in, 215 lb, 1993-05-11,	St. John's+G,	9,	Henderson, Gerald,	6 ft 5 in, 215 lb (98 kg),	1987-12-09,	Duke+C,	35,	Kaman, Chris,	7 ft 0 in, 265 lb, 1982-04-28,	Central Michigan+C,	11,	Leonard, Meyers,	7 ft 1 in, 245 lb, 1992-02-27,	Illinois+G,	0,	Lillard, Damian, 6 ft 3 in, 195 lb, 1990-07-15,	Weber State+G,	3,	McCollum, C. J.,	6 ft 4 in, 200 lb, 1991-09-19,	Lehigh+G,	44,	Montero, Luis,	6 ft 7 in, 185 lb, 1993-04-06,	Westchester CC+C,	24,	Plumlee, Mason,	6 ft 11 in, 235 lb, 1990-03-05,	Duke+F,	21,	Vonleh, Noah,	6 ft 10 in, 240 lb, 1995-08-24,	Indiana
Sacramento Kings,Geroge Karl,2,Pacific+F,	13,	Acy, Quincy,	6 ft 7 in, 240 lb, 1990-10-06,	Baylor+G/F,	5,	Anderson, James,	6 ft 6 in, 213 lb, 1989-03-25,	Oklahoma State+G,	3,	Belinelli, Marco,	6 ft 5 in, 210 lb, 1986-03-25,	Italy+F,	31,	Butler, Caron,	6 ft 7 in, 228 lb, 1980-03-13,	Connecticut+F,	18,	Casspi, Omri,	6 ft 9 in, 225 lb, 1988-06-22,	Israel+C,	00,	Cauley-Stein, Willie,	7 ft 0 in, 240 lb, 1993-08-18,	Kentucky+G,	7,	Collison, Darren,	6 ft 0 in, 175 lb, 1987-08-23,	UCLA+C,	15,	Cousins, DeMarcus,	6 ft 11 in, 270 lb, 1990-08-13,	Kentucky+G,	30,	Curry, Seth,	6 ft 2 in, 185 lb, 1990-08-23,	Duke+F,	26,	Dukan, Duje,	6 ft 10 in, 218 lb, 1991-12-04,	Wisconsin+F,	8,	Gay, Rudy,	6 ft 8 in, 230 lb, 1986-08-17,	Connecticut+C,	41,	Koufos, Kosta,	7 ft 0 in, 265 lb ,1989-02-24,	Ohio State+G,	23,	McLemore, Ben,	6 ft 5 in, 195 lb, 1993-02-11,	Kansas+F/C,	25,	Moreland, Eric, 6 ft 10 in, 238 lb, 1991-12-24,	Oregon State+G,	9,	Rondo, Rajon, 6 ft 1 in, 186 lb, 1986-02-22,	Kentucky
San Antonio Spurs,Gregg Popovich,2,Southwest +F/C,	12,	Aldridge, LaMarcus,	6 ft 11 in, 240 lb, 1985-07-19,	Texas+F,	1,	Anderson, Kyle,	6 ft 9 in, 230 lb, 1993-09-20,	UCLA+C,	15,	Bonner, Matt,	6 ft 10 in, 235 lb, 1980-04-05,	Florida+G,	18,	Butler, Rasual,	6 ft 7 in,	215 lb,	1979-05-23,	La Salle+F/C,	33,	Diaw, Boris,	6 ft 8 in, 250 lb, 1982-04-16,	National Institute of Sport and Physical Education - France+F/C,	21,	Duncan, Tim, 6 ft 11 in, 255 lb, 1976-04-25,	Wake Forest+G,	20,	Ginóbili, Manu, 6 ft 6 in, 205 lb, 1977-07-28,	Argentina+G/F,	14,	Green, Danny,	6 ft 6 in, 215 lb, 1987-06-22,	North Carolina+F,	2,	Leonard, Kawhi,	6 ft 7 in, 230 lb, 1991-06-29,	San Diego State+C,	40,	Marjanović, Boban,	7 ft 3 in, 290 lb, 1988-08-15,	Serbia+G,	3,	McCallum, Ray,	6 ft 3 in, 190 lb,	1991-06-12,	Detroit+G,	8,	Mills, Patty,	6 ft 0 in, 185 lb, 1988-08-11,	Saint Mary's+G,	9,	Parker, Tony, 6 ft 2 in, 185 lb, 1982-05-17,	National Institute of Sport and Physical Education - France+G,	17,	Simmons, Jonathon,	6 ft 6 in, 195 lb, 1989-09-14,	Houston+F,	30,	West, David,	6 ft 9 in, 250 lb, 1980-08-29,	Xavier
Toronto Raptors,Dwane Casey,1,Atlantic +F,	15,	Bennett, Anthony,	6 ft 8 in,	245 lb,	1993-03-14,	UNLV+C,	8,	Biyombo, Bismack,	6 ft 9 in,	245 lb,	1992-08-28,	Democratic Republic of Congo+F,	20,	Caboclo, Bruno,	6 ft 9 in,	205 lb,	1995-09-21,	Brazil+F,	5,	Carroll, DeMarre,	6 ft 8 in,	212 lb,	1986-07-27,	Missouri+G/F,	10,	DeRozan, DeMar, 6 ft 7 in, 	220 lb,	1989-08-07,	Southern California+F,	3,	Johnson, James,	6 ft 9 in,	250 lb,	1987-02-20,	Wake Forest+G,	6,	Joseph, Cory,	6 ft 3 in,	190 lb,	1991-08-20,	Texas+G,	7,	Lowry, Kyle,	6 ft 0 in,	205 lb,	1986-03-25,	Villanova+C,	92,	Nogueira, Lucas,	7 ft 0 in,	220 lb,	1992-07-26,	Brazil+F/C,	54,	Patterson, Patrick,	6 ft 9 in,	235 lb,	1989-03-14,	Kentucky+G,	24,	Powell, Norman,	6 ft 4 in,	215 lb,	1993-05-25,	UCLA+G/F,	31,	Ross, Terrence,	6 ft 7 in,	195 lb,	1991-02-05,	Washington+F,	4,	Scola, Luis,	6 ft 9 in,	240 lb,	1980-04-30,	Argentina+C,	17,	Valančiūnas, Jonas,	7 ft 0 in,	255 lb,	1992-05-06,	Lithuania+G,	55,	Wright, Delon,	6 ft 5 in,	190 lb,	1992-04-26,	Utah
Utah Jazz,Quin Snyder,2,Northwest+F,	33,	Booker, Trevor,	6 ft 8 in, 228 lb, 1987-11-25,	Clemson+G,	3,	Burke, Trey,	6 ft 1 in, 191 lb, 1992-11-12,	Michigan+G,	10,	Burks, Alec, 6 ft 6 in, 214 lb, 1991-07-20,	Colorado+G,	11,	Exum, Dante, 6 ft 6 in, 190 lb, 1995-07-13,	Lake Ginninderra (AUS)+F/C,	15,	Favors, Derrick, 6 ft 10 in, 265 lb, 1991-07-15,	Georgia Tech+C,	27,	Gobert, Rudy,	7 ft 1 in, 245 lb, 1992-06-26,	France+G,	18,	Green, Erick,	6 ft 4 in, 185 lb, 1991-05-09,	Virginia Tech+G/F,	20,	Hayward, Gordon, 6 ft 8 in, 226 lb, 1990-03-23,	Butler+F,	5,	Hood, Rodney,	6 ft 8 in, 206 lb, 1992-10-20,	Duke+G/F,	2,	Ingles, Joe,	6 ft 8 in, 226 lb, 1987-10-02,	Lake Ginninderra (AUS)+G/F,	23,	Johnson, Chris,	6 ft 6 in, 206 lb, 1990-04-29,	Dayton+F,	41,	Lyles, Trey,	6 ft 10 in, 234 lb, 1995-11-05,	Kentucky+G,	25,	Neto, Raul,	6 ft 2 in, 179 lb, 1992-05-19,	Brazil+C,	21,	Pleiß, Tibor,	7 ft 3 in, 256 lb, 1989-11-02,	Germany+C,	24,	Withey, Jeff,	7 ft 0 in, 231 lb, 1990-03-07,	Kansas
Washington Wizards,Randy Wittman,2,Southeast+G/F,	6,	Anderson, Alan,	6 ft 6 in, 220 lb, 1982-10-16,	Michigan State+G,	3,	Beal, Bradley,	6 ft 5 in, 207 lb, 1993-06-28,	Florida+C,	45,	Blair, DeJuan,	6 ft 7 in, 270 lb , 1989-04-22,	Pittsburgh+G/F,	1,	Dudley, Jared,	6 ft 7 in, 225 lb, 1985-07-10,	Boston College+F,	8,	Eddie, Jarell,	6 ft 7 in, 218 lb, 1991-10-30,	Virginia Tech+F/C,	90,	Gooden, Drew,	6 ft 10 in, 250 lb, 1981-09-24,	Kansas+C,	13,	Gortat, Marcin, 6 ft 11 in, 240 lb, 1984-02-17,	Poland+F,	43,	Humphries, Kris,	6 ft 9 in, 235 lb, 1985-02-06,	Minnesota+G,	14,	Neal, Gary,	6 ft 4 in, 210 lb, 1984-10-03,	Towson+F/C, 42, Nenê, Maybyner ,6 ft 11 in, 250 lb, 1982-09-13,	Brazil+G/F,	12,	Oubre Jr., Kelly,	6 ft 7 in, 205 lb, 1995-12-09,	Kansas+F,	22,	Porter, Otto,	6 ft 8 in, 198 lb, 1993-06-03,	Georgetown+G,	7,	Sessions, Ramon,	6 ft 3 in, 190 lb, 1986-04-11,	Nevada+G,	17,	Temple, Garrett,	6 ft 6 in, 195 lb, 1986-05-08,	LSU+G,	2,	Wall, John, 6 ft 4 in, 195 lb, 1990-09-06,	Kentucky